Date,Surf_PAR_umol/s/sqm,Qual_Surf_PAR
7/1/15 0:00,1,210
7/1/15 0:15,1,210
7/1/15 0:30,1,210
7/1/15 0:45,1,210
7/1/15 1:00,1,210
7/1/15 1:15,1,210
7/1/15 1:30,1,210
7/1/15 1:45,1,210
7/1/15 2:00,1,210
7/1/15 2:15,1,210
7/1/15 2:30,1,210
7/1/15 2:45,1,210
7/1/15 3:00,1,210
7/1/15 3:15,1,210
7/1/15 3:30,1,210
7/1/15 3:45,1,210
7/1/15 4:00,1,210
7/1/15 4:15,8,210
7/1/15 4:30,20,210
7/1/15 4:45,37,210
7/1/15 5:00,52,210
7/1/15 5:15,67,210
7/1/15 5:30,79,210
7/1/15 5:45,89,210
7/1/15 6:00,98,210
7/1/15 6:15,107,210
7/1/15 6:30,115,210
7/1/15 6:45,121,210
7/1/15 7:00,130,210
7/1/15 7:15,728,210
7/1/15 7:30,822,210
7/1/15 7:45,917,210
7/1/15 8:00,1006,210
7/1/15 8:15,1092,210
7/1/15 8:30,1178,210
7/1/15 8:45,1256,210
7/1/15 9:00,1336,210
7/1/15 9:15,1414,210
7/1/15 9:30,1485,210
7/1/15 9:45,1554,210
7/1/15 10:00,1614,210
7/1/15 10:15,1675,210
7/1/15 10:30,1717,210
7/1/15 10:45,1767,210
7/1/15 11:00,1802,210
7/1/15 11:15,1832,210
7/1/15 11:30,1855,210
7/1/15 11:45,1875,210
7/1/15 12:00,1882,210
7/1/15 12:15,1885,210
7/1/15 12:30,1844,210
7/1/15 12:45,1801,210
7/1/15 13:00,1839,210
7/1/15 13:15,1813,210
7/1/15 13:30,1777,210
7/1/15 13:45,1739,210
7/1/15 14:00,1460,210
7/1/15 14:15,1640,210
7/1/15 14:30,1578,210
7/1/15 14:45,1515,210
7/1/15 15:00,1449,210
7/1/15 15:15,1377,210
7/1/15 15:30,1302,210
7/1/15 15:45,1224,210
7/1/15 16:00,1147,210
7/1/15 16:15,1063,210
7/1/15 16:30,978,210
7/1/15 16:45,898,210
7/1/15 17:00,812,210
7/1/15 17:15,757,210
7/1/15 17:30,759,210
7/1/15 17:45,571,210
7/1/15 18:00,478,210
7/1/15 18:15,394,210
7/1/15 18:30,309,210
7/1/15 18:45,240,210
7/1/15 19:00,175,210
7/1/15 19:15,121,210
7/1/15 19:30,76,210
7/1/15 19:45,37,210
7/1/15 20:00,18,210
7/1/15 20:15,6,210
7/1/15 20:30,1,210
7/1/15 20:45,1,210
7/1/15 21:00,1,210
7/1/15 21:15,1,210
7/1/15 21:30,1,210
7/1/15 21:45,1,210
7/1/15 22:00,1,210
7/1/15 22:15,1,210
7/1/15 22:30,1,210
7/1/15 22:45,1,210
7/1/15 23:00,1,210
7/1/15 23:15,1,210
7/1/15 23:30,1,210
7/1/15 23:45,1,210
7/2/15 0:00,1,210
7/2/15 0:15,1,210
7/2/15 0:30,1,210
7/2/15 0:45,1,210
7/2/15 1:00,1,210
7/2/15 1:15,1,210
7/2/15 1:30,1,210
7/2/15 1:45,1,210
7/2/15 2:00,1,210
7/2/15 2:15,1,210
7/2/15 2:30,1,210
7/2/15 2:45,1,210
7/2/15 3:00,1,210
7/2/15 3:15,1,210
7/2/15 3:30,1,210
7/2/15 3:45,1,210
7/2/15 4:00,1,210
7/2/15 4:15,7,210
7/2/15 4:30,20,210
7/2/15 4:45,36,210
7/2/15 5:00,52,210
7/2/15 5:15,65,210
7/2/15 5:30,77,210
7/2/15 5:45,87,210
7/2/15 6:00,97,210
7/2/15 6:15,105,210
7/2/15 6:30,113,210
7/2/15 6:45,118,210
7/2/15 7:00,127,210
7/2/15 7:15,720,210
7/2/15 7:30,816,210
7/2/15 7:45,908,210
7/2/15 8:00,993,210
7/2/15 8:15,1096,210
7/2/15 8:30,1185,210
7/2/15 8:45,1273,210
7/2/15 9:00,1350,210
7/2/15 9:15,1424,210
7/2/15 9:30,1494,210
7/2/15 9:45,1559,210
7/2/15 10:00,1620,210
7/2/15 10:15,1679,210
7/2/15 10:30,1723,210
7/2/15 10:45,1769,210
7/2/15 11:00,1805,210
7/2/15 11:15,1835,210
7/2/15 11:30,1846,210
7/2/15 11:45,1871,210
7/2/15 12:00,1876,210
7/2/15 12:15,1876,210
7/2/15 12:30,1800,210
7/2/15 12:45,1813,210
7/2/15 13:00,1844,210
7/2/15 13:15,1813,210
7/2/15 13:30,1786,210
7/2/15 13:45,1734,210
7/2/15 14:00,1537,210
7/2/15 14:15,1637,210
7/2/15 14:30,1576,210
7/2/15 14:45,1515,210
7/2/15 15:00,1441,210
7/2/15 15:15,1372,210
7/2/15 15:30,1304,210
7/2/15 15:45,1204,210
7/2/15 16:00,1179,210
7/2/15 16:15,1060,210
7/2/15 16:30,933,210
7/2/15 16:45,834,210
7/2/15 17:00,790,210
7/2/15 17:15,753,210
7/2/15 17:30,707,210
7/2/15 17:45,589,210
7/2/15 18:00,198,210
7/2/15 18:15,321,210
7/2/15 18:30,355,210
7/2/15 18:45,223,210
7/2/15 19:00,99,210
7/2/15 19:15,93,210
7/2/15 19:30,62,210
7/2/15 19:45,30,210
7/2/15 20:00,14,210
7/2/15 20:15,5,210
7/2/15 20:30,1,210
7/2/15 20:45,1,210
7/2/15 21:00,1,210
7/2/15 21:15,1,210
7/2/15 21:30,1,210
7/2/15 21:45,1,210
7/2/15 22:00,1,210
7/2/15 22:15,1,210
7/2/15 22:30,1,210
7/2/15 22:45,1,210
7/2/15 23:00,1,210
7/2/15 23:15,1,210
7/2/15 23:30,1,210
7/2/15 23:45,1,210
7/3/15 0:00,1,210
7/3/15 0:15,1,210
7/3/15 0:30,1,210
7/3/15 0:45,1,210
7/3/15 1:00,1,210
7/3/15 1:15,1,210
7/3/15 1:30,1,210
7/3/15 1:45,1,210
7/3/15 2:00,1,210
7/3/15 2:15,1,210
7/3/15 2:30,1,210
7/3/15 2:45,1,210
7/3/15 3:00,1,210
7/3/15 3:15,1,210
7/3/15 3:30,1,210
7/3/15 3:45,1,210
7/3/15 4:00,1,210
7/3/15 4:15,6,210
7/3/15 4:30,19,210
7/3/15 4:45,35,210
7/3/15 5:00,51,210
7/3/15 5:15,65,210
7/3/15 5:30,77,210
7/3/15 5:45,87,210
7/3/15 6:00,97,210
7/3/15 6:15,105,210
7/3/15 6:30,114,210
7/3/15 6:45,119,210
7/3/15 7:00,128,210
7/3/15 7:15,723,210
7/3/15 7:30,816,210
7/3/15 7:45,911,210
7/3/15 8:00,1006,210
7/3/15 8:15,1096,210
7/3/15 8:30,1190,210
7/3/15 8:45,1263,210
7/3/15 9:00,1350,210
7/3/15 9:15,1428,210
7/3/15 9:30,1502,210
7/3/15 9:45,1569,210
7/3/15 10:00,1632,210
7/3/15 10:15,1687,210
7/3/15 10:30,1733,210
7/3/15 10:45,1783,210
7/3/15 11:00,1807,210
7/3/15 11:15,1831,210
7/3/15 11:30,1850,210
7/3/15 11:45,1868,210
7/3/15 12:00,1876,210
7/3/15 12:15,1879,210
7/3/15 12:30,1438,210
7/3/15 12:45,1853,210
7/3/15 13:00,1837,210
7/3/15 13:15,1808,210
7/3/15 13:30,1774,210
7/3/15 13:45,1654,210
7/3/15 14:00,1682,210
7/3/15 14:15,1635,210
7/3/15 14:30,1575,210
7/3/15 14:45,1515,210
7/3/15 15:00,1446,210
7/3/15 15:15,1373,210
7/3/15 15:30,1301,210
7/3/15 15:45,1221,210
7/3/15 16:00,1139,210
7/3/15 16:15,1055,210
7/3/15 16:30,964,210
7/3/15 16:45,882,210
7/3/15 17:00,800,210
7/3/15 17:15,743,210
7/3/15 17:30,746,210
7/3/15 17:45,554,210
7/3/15 18:00,448,210
7/3/15 18:15,329,210
7/3/15 18:30,277,210
7/3/15 18:45,222,210
7/3/15 19:00,162,210
7/3/15 19:15,113,210
7/3/15 19:30,70,210
7/3/15 19:45,36,210
7/3/15 20:00,17,210
7/3/15 20:15,5,210
7/3/15 20:30,1,210
7/3/15 20:45,1,210
7/3/15 21:00,1,210
7/3/15 21:15,1,210
7/3/15 21:30,1,210
7/3/15 21:45,1,210
7/3/15 22:00,1,210
7/3/15 22:15,1,210
7/3/15 22:30,1,210
7/3/15 22:45,1,210
7/3/15 23:00,1,210
7/3/15 23:15,1,210
7/3/15 23:30,1,210
7/3/15 23:45,1,210
7/4/15 0:00,1,210
7/4/15 0:15,1,210
7/4/15 0:30,1,210
7/4/15 0:45,1,210
7/4/15 1:00,1,210
7/4/15 1:15,1,210
7/4/15 1:30,1,210
7/4/15 1:45,1,210
7/4/15 2:00,1,210
7/4/15 2:15,1,210
7/4/15 2:30,1,210
7/4/15 2:45,1,210
7/4/15 3:00,1,210
7/4/15 3:15,1,210
7/4/15 3:30,1,210
7/4/15 3:45,1,210
7/4/15 4:00,1,210
7/4/15 4:15,6,210
7/4/15 4:30,18,210
7/4/15 4:45,34,210
7/4/15 5:00,50,210
7/4/15 5:15,64,210
7/4/15 5:30,76,210
7/4/15 5:45,87,210
7/4/15 6:00,98,210
7/4/15 6:15,108,210
7/4/15 6:30,116,210
7/4/15 6:45,122,210
7/4/15 7:00,133,210
7/4/15 7:15,714,210
7/4/15 7:30,806,210
7/4/15 7:45,901,210
7/4/15 8:00,987,210
7/4/15 8:15,1083,210
7/4/15 8:30,1168,210
7/4/15 8:45,1255,210
7/4/15 9:00,1336,210
7/4/15 9:15,1416,210
7/4/15 9:30,1491,210
7/4/15 9:45,1560,210
7/4/15 10:00,1616,210
7/4/15 10:15,1678,210
7/4/15 10:30,1729,210
7/4/15 10:45,1772,210
7/4/15 11:00,1809,210
7/4/15 11:15,1844,210
7/4/15 11:30,1860,210
7/4/15 11:45,1877,210
7/4/15 12:00,1877,210
7/4/15 12:15,1877,210
7/4/15 12:30,1484,210
7/4/15 12:45,1856,210
7/4/15 13:00,1840,210
7/4/15 13:15,1806,210
7/4/15 13:30,1772,210
7/4/15 13:45,1671,210
7/4/15 14:00,1556,210
7/4/15 14:15,1636,210
7/4/15 14:30,1579,210
7/4/15 14:45,1502,210
7/4/15 15:00,1437,210
7/4/15 15:15,1366,210
7/4/15 15:30,1294,210
7/4/15 15:45,1219,210
7/4/15 16:00,1136,210
7/4/15 16:15,1054,210
7/4/15 16:30,966,210
7/4/15 16:45,880,210
7/4/15 17:00,797,210
7/4/15 17:15,737,210
7/4/15 17:30,754,210
7/4/15 17:45,559,210
7/4/15 18:00,466,210
7/4/15 18:15,380,210
7/4/15 18:30,262,210
7/4/15 18:45,220,210
7/4/15 19:00,159,210
7/4/15 19:15,111,210
7/4/15 19:30,71,210
7/4/15 19:45,36,210
7/4/15 20:00,17,210
7/4/15 20:15,4,210
7/4/15 20:30,1,210
7/4/15 20:45,1,210
7/4/15 21:00,1,210
7/4/15 21:15,1,210
7/4/15 21:30,1,210
7/4/15 21:45,1,210
7/4/15 22:00,1,210
7/4/15 22:15,1,210
7/4/15 22:30,1,210
7/4/15 22:45,1,210
7/4/15 23:00,1,210
7/4/15 23:15,1,210
7/4/15 23:30,1,210
7/4/15 23:45,1,210
7/5/15 0:00,1,210
7/5/15 0:15,1,210
7/5/15 0:30,1,210
7/5/15 0:45,1,210
7/5/15 1:00,1,210
7/5/15 1:15,1,210
7/5/15 1:30,1,210
7/5/15 1:45,1,210
7/5/15 2:00,1,210
7/5/15 2:15,1,210
7/5/15 2:30,1,210
7/5/15 2:45,1,210
7/5/15 3:00,1,210
7/5/15 3:15,1,210
7/5/15 3:30,1,210
7/5/15 3:45,1,210
7/5/15 4:00,1,210
7/5/15 4:15,5,210
7/5/15 4:30,13,210
7/5/15 4:45,25,210
7/5/15 5:00,37,210
7/5/15 5:15,48,210
7/5/15 5:30,62,210
7/5/15 5:45,80,210
7/5/15 6:00,104,210
7/5/15 6:15,129,210
7/5/15 6:30,165,210
7/5/15 6:45,199,210
7/5/15 7:00,240,210
7/5/15 7:15,448,210
7/5/15 7:30,637,210
7/5/15 7:45,707,210
7/5/15 8:00,757,210
7/5/15 8:15,925,210
7/5/15 8:30,1054,210
7/5/15 8:45,1179,210
7/5/15 9:00,1271,210
7/5/15 9:15,1301,210
7/5/15 9:30,1244,210
7/5/15 9:45,1022,210
7/5/15 10:00,1128,210
7/5/15 10:15,1344,210
7/5/15 10:30,1372,210
7/5/15 10:45,1593,210
7/5/15 11:00,1469,210
7/5/15 11:15,1336,210
7/5/15 11:30,1253,210
7/5/15 11:45,1479,210
7/5/15 12:00,1549,210
7/5/15 12:15,1588,210
7/5/15 12:30,1514,210
7/5/15 12:45,1510,210
7/5/15 13:00,1468,210
7/5/15 13:15,1440,210
7/5/15 13:30,1361,210
7/5/15 13:45,1375,210
7/5/15 14:00,1277,210
7/5/15 14:15,1364,210
7/5/15 14:30,1318,210
7/5/15 14:45,1279,210
7/5/15 15:00,1197,210
7/5/15 15:15,1177,210
7/5/15 15:30,1114,210
7/5/15 15:45,1018,210
7/5/15 16:00,962,210
7/5/15 16:15,874,210
7/5/15 16:30,806,210
7/5/15 16:45,750,210
7/5/15 17:00,662,210
7/5/15 17:15,617,210
7/5/15 17:30,577,210
7/5/15 17:45,446,210
7/5/15 18:00,373,210
7/5/15 18:15,299,210
7/5/15 18:30,225,210
7/5/15 18:45,177,210
7/5/15 19:00,126,210
7/5/15 19:15,82,210
7/5/15 19:30,48,210
7/5/15 19:45,27,210
7/5/15 20:00,12,210
7/5/15 20:15,4,210
7/5/15 20:30,1,210
7/5/15 20:45,1,210
7/5/15 21:00,1,210
7/5/15 21:15,1,210
7/5/15 21:30,1,210
7/5/15 21:45,1,210
7/5/15 22:00,1,210
7/5/15 22:15,1,210
7/5/15 22:30,1,210
7/5/15 22:45,1,210
7/5/15 23:00,1,210
7/5/15 23:15,1,210
7/5/15 23:30,1,210
7/5/15 23:45,1,210
7/6/15 0:00,1,210
7/6/15 0:15,1,210
7/6/15 0:30,1,210
7/6/15 0:45,1,210
7/6/15 1:00,1,210
7/6/15 1:15,1,210
7/6/15 1:30,1,210
7/6/15 1:45,1,210
7/6/15 2:00,1,210
7/6/15 2:15,1,210
7/6/15 2:30,1,210
7/6/15 2:45,1,210
7/6/15 3:00,1,210
7/6/15 3:15,1,210
7/6/15 3:30,1,210
7/6/15 3:45,1,210
7/6/15 4:00,1,210
7/6/15 4:15,5,210
7/6/15 4:30,14,210
7/6/15 4:45,27,210
7/6/15 5:00,44,210
7/6/15 5:15,64,210
7/6/15 5:30,91,210
7/6/15 5:45,113,210
7/6/15 6:00,131,210
7/6/15 6:15,161,210
7/6/15 6:30,194,210
7/6/15 6:45,232,210
7/6/15 7:00,273,210
7/6/15 7:15,549,210
7/6/15 7:30,594,210
7/6/15 7:45,671,210
7/6/15 8:00,831,210
7/6/15 8:15,935,210
7/6/15 8:30,1027,210
7/6/15 8:45,1109,210
7/6/15 9:00,1239,210
7/6/15 9:15,1316,210
7/6/15 9:30,1249,210
7/6/15 9:45,1226,210
7/6/15 10:00,1065,210
7/6/15 10:15,1191,210
7/6/15 10:30,1336,210
7/6/15 10:45,1573,210
7/6/15 11:00,1502,210
7/6/15 11:15,1782,210
7/6/15 11:30,1630,210
7/6/15 11:45,1684,210
7/6/15 12:00,1690,210
7/6/15 12:15,1480,210
7/6/15 12:30,1404,210
7/6/15 12:45,1196,210
7/6/15 13:00,1425,210
7/6/15 13:15,1169,210
7/6/15 13:30,1199,210
7/6/15 13:45,1322,210
7/6/15 14:00,1479,210
7/6/15 14:15,1382,210
7/6/15 14:30,1269,210
7/6/15 14:45,1228,210
7/6/15 15:00,1218,210
7/6/15 15:15,1150,210
7/6/15 15:30,1052,210
7/6/15 15:45,935,210
7/6/15 16:00,864,210
7/6/15 16:15,868,210
7/6/15 16:30,844,210
7/6/15 16:45,759,210
7/6/15 17:00,702,210
7/6/15 17:15,667,210
7/6/15 17:30,594,210
7/6/15 17:45,430,210
7/6/15 18:00,328,210
7/6/15 18:15,289,210
7/6/15 18:30,276,210
7/6/15 18:45,223,210
7/6/15 19:00,138,210
7/6/15 19:15,83,210
7/6/15 19:30,52,210
7/6/15 19:45,28,210
7/6/15 20:00,13,210
7/6/15 20:15,4,210
7/6/15 20:30,1,210
7/6/15 20:45,1,210
7/6/15 21:00,1,210
7/6/15 21:15,1,210
7/6/15 21:30,1,210
7/6/15 21:45,1,210
7/6/15 22:00,1,210
7/6/15 22:15,1,210
7/6/15 22:30,1,210
7/6/15 22:45,1,210
7/6/15 23:00,1,210
7/6/15 23:15,1,210
7/6/15 23:30,1,210
7/6/15 23:45,1,210
7/7/15 0:00,1,210
7/7/15 0:15,1,210
7/7/15 0:30,1,210
7/7/15 0:45,1,210
7/7/15 1:00,1,210
7/7/15 1:15,1,210
7/7/15 1:30,1,210
7/7/15 1:45,1,210
7/7/15 2:00,1,210
7/7/15 2:15,1,210
7/7/15 2:30,1,210
7/7/15 2:45,1,210
7/7/15 3:00,1,210
7/7/15 3:15,1,210
7/7/15 3:30,1,210
7/7/15 3:45,1,210
7/7/15 4:00,1,210
7/7/15 4:15,5,210
7/7/15 4:30,15,210
7/7/15 4:45,31,210
7/7/15 5:00,49,210
7/7/15 5:15,69,210
7/7/15 5:30,87,210
7/7/15 5:45,105,210
7/7/15 6:00,125,210
7/7/15 6:15,151,210
7/7/15 6:30,185,210
7/7/15 6:45,230,210
7/7/15 7:00,282,210
7/7/15 7:15,571,210
7/7/15 7:30,669,210
7/7/15 7:45,744,210
7/7/15 8:00,844,210
7/7/15 8:15,940,210
7/7/15 8:30,1020,210
7/7/15 8:45,1100,210
7/7/15 9:00,1146,210
7/7/15 9:15,1198,210
7/7/15 9:30,1311,210
7/7/15 9:45,1344,210
7/7/15 10:00,1369,210
7/7/15 10:15,1446,210
7/7/15 10:30,1448,210
7/7/15 10:45,1489,210
7/7/15 11:00,1342,210
7/7/15 11:15,1645,210
7/7/15 11:30,1736,210
7/7/15 11:45,1600,210
7/7/15 12:00,1570,210
7/7/15 12:15,1514,210
7/7/15 12:30,1460,210
7/7/15 12:45,1278,210
7/7/15 13:00,1412,210
7/7/15 13:15,1386,210
7/7/15 13:30,1372,210
7/7/15 13:45,1296,210
7/7/15 14:00,1277,210
7/7/15 14:15,1248,210
7/7/15 14:30,1196,210
7/7/15 14:45,1120,210
7/7/15 15:00,1027,210
7/7/15 15:15,950,210
7/7/15 15:30,888,210
7/7/15 15:45,825,210
7/7/15 16:00,748,210
7/7/15 16:15,679,210
7/7/15 16:30,623,210
7/7/15 16:45,539,210
7/7/15 17:00,489,210
7/7/15 17:15,429,210
7/7/15 17:30,365,210
7/7/15 17:45,299,210
7/7/15 18:00,247,210
7/7/15 18:15,200,210
7/7/15 18:30,155,210
7/7/15 18:45,117,210
7/7/15 19:00,86,210
7/7/15 19:15,59,210
7/7/15 19:30,37,210
7/7/15 19:45,21,210
7/7/15 20:00,9,210
7/7/15 20:15,3,210
7/7/15 20:30,1,210
7/7/15 20:45,1,210
7/7/15 21:00,1,210
7/7/15 21:15,1,210
7/7/15 21:30,1,210
7/7/15 21:45,1,210
7/7/15 22:00,1,210
7/7/15 22:15,1,210
7/7/15 22:30,1,210
7/7/15 22:45,1,210
7/7/15 23:00,1,210
7/7/15 23:15,1,210
7/7/15 23:30,1,210
7/7/15 23:45,1,210
7/8/15 0:00,1,210
7/8/15 0:15,1,210
7/8/15 0:30,1,210
7/8/15 0:45,1,210
7/8/15 1:00,1,210
7/8/15 1:15,1,210
7/8/15 1:30,1,210
7/8/15 1:45,1,210
7/8/15 2:00,1,210
7/8/15 2:15,1,210
7/8/15 2:30,1,210
7/8/15 2:45,1,210
7/8/15 3:00,1,210
7/8/15 3:15,1,210
7/8/15 3:30,1,210
7/8/15 3:45,1,210
7/8/15 4:00,1,210
7/8/15 4:15,4,210
7/8/15 4:30,13,210
7/8/15 4:45,27,210
7/8/15 5:00,47,210
7/8/15 5:15,72,210
7/8/15 5:30,101,210
7/8/15 5:45,134,210
7/8/15 6:00,168,210
7/8/15 6:15,203,210
7/8/15 6:30,238,210
7/8/15 6:45,276,210
7/8/15 7:00,315,210
7/8/15 7:15,503,210
7/8/15 7:30,582,210
7/8/15 7:45,679,210
7/8/15 8:00,768,210
7/8/15 8:15,834,210
7/8/15 8:30,929,210
7/8/15 8:45,1053,210
7/8/15 9:00,1135,210
7/8/15 9:15,1234,210
7/8/15 9:30,1269,210
7/8/15 9:45,1283,210
7/8/15 10:00,1378,210
7/8/15 10:15,1471,210
7/8/15 10:30,1498,210
7/8/15 10:45,1576,210
7/8/15 11:00,1339,210
7/8/15 11:15,1659,210
7/8/15 11:30,1705,210
7/8/15 11:45,1726,210
7/8/15 12:00,1692,210
7/8/15 12:15,1586,210
7/8/15 12:30,1601,210
7/8/15 12:45,1408,210
7/8/15 13:00,1670,210
7/8/15 13:15,1610,210
7/8/15 13:30,1570,210
7/8/15 13:45,1534,210
7/8/15 14:00,1495,210
7/8/15 14:15,1459,210
7/8/15 14:30,1403,210
7/8/15 14:45,1340,210
7/8/15 15:00,1277,210
7/8/15 15:15,1208,210
7/8/15 15:30,1122,210
7/8/15 15:45,1068,210
7/8/15 16:00,984,210
7/8/15 16:15,886,210
7/8/15 16:30,800,210
7/8/15 16:45,675,210
7/8/15 17:00,669,210
7/8/15 17:15,599,210
7/8/15 17:30,542,210
7/8/15 17:45,424,210
7/8/15 18:00,351,210
7/8/15 18:15,286,210
7/8/15 18:30,209,210
7/8/15 18:45,151,210
7/8/15 19:00,108,210
7/8/15 19:15,74,210
7/8/15 19:30,47,210
7/8/15 19:45,26,210
7/8/15 20:00,12,210
7/8/15 20:15,4,210
7/8/15 20:30,1,210
7/8/15 20:45,1,210
7/8/15 21:00,1,210
7/8/15 21:15,1,210
7/8/15 21:30,1,210
7/8/15 21:45,1,210
7/8/15 22:00,1,210
7/8/15 22:15,1,210
7/8/15 22:30,1,210
7/8/15 22:45,1,210
7/8/15 23:00,1,210
7/8/15 23:15,1,210
7/8/15 23:30,1,210
7/8/15 23:45,1,210
7/9/15 0:00,1,210
7/9/15 0:15,1,210
7/9/15 0:30,1,210
7/9/15 0:45,1,210
7/9/15 1:00,1,210
7/9/15 1:15,1,210
7/9/15 1:30,1,210
7/9/15 1:45,1,210
7/9/15 2:00,1,210
7/9/15 2:15,1,210
7/9/15 2:30,1,210
7/9/15 2:45,1,210
7/9/15 3:00,1,210
7/9/15 3:15,1,210
7/9/15 3:30,1,210
7/9/15 3:45,1,210
7/9/15 4:00,1,210
7/9/15 4:15,4,210
7/9/15 4:30,12,210
7/9/15 4:45,26,210
7/9/15 5:00,46,210
7/9/15 5:15,77,210
7/9/15 5:30,99,210
7/9/15 5:45,128,210
7/9/15 6:00,175,210
7/9/15 6:15,213,210
7/9/15 6:30,241,210
7/9/15 6:45,278,210
7/9/15 7:00,312,210
7/9/15 7:15,495,210
7/9/15 7:30,582,210
7/9/15 7:45,662,210
7/9/15 8:00,763,210
7/9/15 8:15,865,210
7/9/15 8:30,944,210
7/9/15 8:45,1027,210
7/9/15 9:00,1104,210
7/9/15 9:15,1166,210
7/9/15 9:30,1246,210
7/9/15 9:45,1313,210
7/9/15 10:00,1372,210
7/9/15 10:15,1430,210
7/9/15 10:30,1492,210
7/9/15 10:45,1541,210
7/9/15 11:00,1505,210
7/9/15 11:15,1577,210
7/9/15 11:30,1597,210
7/9/15 11:45,1381,210
7/9/15 12:00,1650,210
7/9/15 12:15,1648,210
7/9/15 12:30,1651,210
7/9/15 12:45,1622,210
7/9/15 13:00,1605,210
7/9/15 13:15,1577,210
7/9/15 13:30,1540,210
7/9/15 13:45,1521,210
7/9/15 14:00,1477,210
7/9/15 14:15,1418,210
7/9/15 14:30,1381,210
7/9/15 14:45,1317,210
7/9/15 15:00,1249,210
7/9/15 15:15,1201,210
7/9/15 15:30,1135,210
7/9/15 15:45,864,210
7/9/15 16:00,976,210
7/9/15 16:15,898,210
7/9/15 16:30,827,210
7/9/15 16:45,756,210
7/9/15 17:00,678,210
7/9/15 17:15,603,210
7/9/15 17:30,563,210
7/9/15 17:45,445,210
7/9/15 18:00,366,210
7/9/15 18:15,299,210
7/9/15 18:30,234,210
7/9/15 18:45,179,210
7/9/15 19:00,135,210
7/9/15 19:15,96,210
7/9/15 19:30,61,210
7/9/15 19:45,30,210
7/9/15 20:00,12,210
7/9/15 20:15,3,210
7/9/15 20:30,1,210
7/9/15 20:45,1,210
7/9/15 21:00,1,210
7/9/15 21:15,1,210
7/9/15 21:30,1,210
7/9/15 21:45,1,210
7/9/15 22:00,1,210
7/9/15 22:15,1,210
7/9/15 22:30,1,210
7/9/15 22:45,1,210
7/9/15 23:00,1,210
7/9/15 23:15,1,210
7/9/15 23:30,1,210
7/9/15 23:45,1,210
7/10/15 0:00,1,210
7/10/15 0:15,1,210
7/10/15 0:30,1,210
7/10/15 0:45,1,210
7/10/15 1:00,1,210
7/10/15 1:15,1,210
7/10/15 1:30,1,210
7/10/15 1:45,1,210
7/10/15 2:00,1,210
7/10/15 2:15,1,210
7/10/15 2:30,1,210
7/10/15 2:45,1,210
7/10/15 3:00,1,210
7/10/15 3:15,1,210
7/10/15 3:30,1,210
7/10/15 3:45,1,210
7/10/15 4:00,1,210
7/10/15 4:15,1,210
7/10/15 4:30,6,210
7/10/15 4:45,17,210
7/10/15 5:00,29,210
7/10/15 5:15,39,210
7/10/15 5:30,59,210
7/10/15 5:45,93,210
7/10/15 6:00,139,210
7/10/15 6:15,143,210
7/10/15 6:30,189,210
7/10/15 6:45,217,210
7/10/15 7:00,325,210
7/10/15 7:15,350,210
7/10/15 7:30,326,210
7/10/15 7:45,317,210
7/10/15 8:00,322,210
7/10/15 8:15,423,210
7/10/15 8:30,458,210
7/10/15 8:45,495,210
7/10/15 9:00,497,210
7/10/15 9:15,545,210
7/10/15 9:30,688,210
7/10/15 9:45,840,210
7/10/15 10:00,683,210
7/10/15 10:15,728,210
7/10/15 10:30,777,210
7/10/15 10:45,1015,210
7/10/15 11:00,674,210
7/10/15 11:15,633,210
7/10/15 11:30,646,210
7/10/15 11:45,717,210
7/10/15 12:00,691,210
7/10/15 12:15,683,210
7/10/15 12:30,643,210
7/10/15 12:45,849,210
7/10/15 13:00,732,210
7/10/15 13:15,786,210
7/10/15 13:30,801,210
7/10/15 13:45,1278,210
7/10/15 14:00,705,210
7/10/15 14:15,542,210
7/10/15 14:30,503,210
7/10/15 14:45,682,210
7/10/15 15:00,572,210
7/10/15 15:15,494,210
7/10/15 15:30,503,210
7/10/15 15:45,559,210
7/10/15 16:00,564,210
7/10/15 16:15,469,210
7/10/15 16:30,395,210
7/10/15 16:45,364,210
7/10/15 17:00,277,210
7/10/15 17:15,220,210
7/10/15 17:30,143,210
7/10/15 17:45,106,210
7/10/15 18:00,106,210
7/10/15 18:15,117,210
7/10/15 18:30,105,210
7/10/15 18:45,111,210
7/10/15 19:00,87,210
7/10/15 19:15,63,210
7/10/15 19:30,24,210
7/10/15 19:45,9,210
7/10/15 20:00,4,210
7/10/15 20:15,1,210
7/10/15 20:30,1,210
7/10/15 20:45,1,210
7/10/15 21:00,1,210
7/10/15 21:15,1,210
7/10/15 21:30,1,210
7/10/15 21:45,1,210
7/10/15 22:00,1,210
7/10/15 22:15,1,210
7/10/15 22:30,1,210
7/10/15 22:45,1,210
7/10/15 23:00,1,210
7/10/15 23:15,1,210
7/10/15 23:30,1,210
7/10/15 23:45,1,210
7/11/15 0:00,1,210
7/11/15 0:15,1,210
7/11/15 0:30,1,210
7/11/15 0:45,1,210
7/11/15 1:00,1,210
7/11/15 1:15,1,210
7/11/15 1:30,1,210
7/11/15 1:45,1,210
7/11/15 2:00,1,210
7/11/15 2:15,1,210
7/11/15 2:30,1,210
7/11/15 2:45,1,210
7/11/15 3:00,1,210
7/11/15 3:15,1,210
7/11/15 3:30,1,210
7/11/15 3:45,1,210
7/11/15 4:00,1,210
