"Date","PAR_surf_Flux","Qual_Surf_PAR","day","month","year","hour","minute","hhour","tzone","xlat","xlon","noon","sunrise","sunset","azimuth","zenith","eqtime","declin","daylight","PAR","PAR_particleFlux","dayLength"
2015-07-23 12:30:00,1862,210,23,7,2015,12,0.5,12.5,-8,47.6292991,-122.254822,12.2585052234303,4.58810334300084,19.9289071038598,57.331132906628,91.5871376796057,-6.49102540581956,20.0701744316945,15.340803760859,0,0,55226.8935390923
2015-07-23 12:45:00,1847,210,23,7,2015,12,0.75,12.75,-8,47.6292991,-122.254822,12.2585103562347,4.58830445343722,19.9287162590322,60.1149670154409,89.4290486379964,-6.49133337408389,20.0680456524189,15.340411805595,7.05062521900218e-06,3.222135725084e-05,55225.4825001421
2015-07-23 13:00:00,1828,210,23,7,2015,13,0,13,-8,47.6292991,-122.254822,12.2585154715006,4.58850559192552,19.9285253510757,62.8518066280701,87.2102692881823,-6.49164029003615,20.065916267586,15.3400197591502,1.60959800220565,7.35586287007981,55224.0711329405
2015-07-23 13:15:00,1803,210,23,7,2015,13,0.25,13.25,-8,47.6292991,-122.254822,12.2585205692261,4.58870675845866,19.9283343799936,65.5485800237655,84.9367882692684,-6.49194615356665,20.063786277181,15.3396276215349,10.1448541410286,46.3619834245005,55222.6594375256
2015-07-23 13:30:00,1770,210,23,7,2015,13,0.5,13.5,-8,47.6292991,-122.254822,12.2585256494087,4.5889079530025,19.928143345815,68.2126552992569,82.6143506872283,-6.49225096452443,20.0616556814748,15.3392353928125,23.8999403348562,109.222727330293,55221.2474141249
2015-07-23 13:45:00,1735,210,23,7,2015,13,0.75,13.75,-8,47.6292991,-122.254822,12.2585307120467,4.58910917554994,19.9279522485434,70.8518372270511,80.2484870256964,-6.49255472280024,20.0595244804528,15.3388430729935,40.6024254374983,185.553084249367,55219.8350627765
2015-07-23 14:00:00,1708,210,23,7,2015,14,0,14,-8,47.6292991,-122.254822,12.2585357571381,4.58931042609386,19.9277610881823,73.4743878445492,77.844548707024,-6.49285742828446,20.0573926740999,15.3384506620884,59.0353495600256,269.791547489317,55218.4223835183
2015-07-24 10:00:00,451,210,24,7,2015,10,0,10,-8,47.6292991,-122.254822,12.2588823363135,4.60549972773806,19.9122649448888,25.8860005373742,108.526821562066,-6.51365217880714,19.8848943693059,15.3067652171508,0,0,55104.3547817428
2015-07-24 10:15:00,670,210,24,7,2015,10,0.25,10.25,-8,47.6292991,-122.254822,12.2588859535555,4.60570319206723,19.9120687150437,29.3826681145513,107.356645416654,-6.51386921332815,19.8827138077524,15.3063655229765,0,0,55102.9158827153
2015-07-24 10:30:00,836,210,24,7,2015,10,0.5,10.5,-8,47.6292991,-122.254822,12.2588895530916,4.60590668306515,19.911872423118,32.8039343507411,106.053502902357,-6.51408518549539,19.8805326477163,15.3059657400529,0,0,55101.4766641904
